"src_id","dst_id","weight","avg_time_gap"
"8107","1112","1","63.0"
"8127","1112","1","67.0"
"8158","1112","1","48.0"
"8231","1112","1","38.0"
"8245","1112","1","61.0"
"8353","1112","1","71.0"
"8491","1112","1","64.0"
"8511","1112","1","62.0"
"8516","1112","1","58.0"
"8523","1112","1","57.0"
"8531","1112","1","44.0"
"8561","1112","1","59.0"
"8608","1112","1","53.0"
"8645","1112","1","61.0"
"8704","1112","1","72.0"
"8763","1112","1","62.0"
"8766","1112","1","59.0"
"8773","1112","1","65.0"
"8777","1112","1","60.0"
"8896","1112","1","22.0"
"9027","1112","1","43.0"
"9032","1112","4","59.0"
"9034","1112","1","39.0"
"9129","1112","1","63.0"
"9133","1112","1","61.0"
"9207","1112","1","35.0"
"9211","1112","1","37.0"
"9279","1112","1","61.0"
"9280","1112","1","57.0"
"9284","1112","1","61.0"
"9291","1112","1","58.0"
"9358","1112","1","49.0"
"9377","1112","1","53.0"
"9383","1112","1","48.0"
"9388","1112","2","62.0"
"9444","1112","1","27.0"
"9518","1112","1","52.0"
"9678","1112","1","24.0"
"9689","1112","1","68.0"
"9885","1112","1","66.0"
"9943","1112","1","48.0"
"10050","1112","1","57.0"
"10057","1112","3","19.0"
"10060","1112","1","71.0"
"10110","1112","1","61.0"
"10297","1112","1","48.0"
"10309","1112","1","68.0"
"10364","1112","1","64.0"
"10419","1112","1","56.0"
"10470","1112","1","53.0"
"10497","1112","1","51.0"
"10560","1112","1","60.0"
"10561","1112","1","60.0"
"10591","1112","1","60.0"
"10770","1112","1","55.0"
"10818","1112","1","56.0"
"10823","1112","1","39.0"
"10879","1112","1","55.0"
"10881","1112","1","21.0"
"10882","1112","1","63.0"
"10956","1112","1","55.0"
"11070","1112","2","33.0"
"11083","1112","1","71.0"
"11263","1112","1","59.0"
"11328","1112","1","55.0"
"11347","1112","1","56.0"
"11376","1112","1","28.0"
"11532","1112","1","68.0"
"11575","1112","2","47.5"
"11631","1112","1","69.0"
"11957","1112","1","63.0"
"11959","1112","1","60.0"
"12016","1112","1","57.0"
"12261","1112","1","55.0"
"12396","1112","3","44.0"
"12450","1112","1","56.0"
"12536","1112","1","71.0"
"12616","1112","1","55.0"
"12762","1112","1","63.0"
"12809","1112","1","63.0"
"13086","1112","1","69.0"
"13145","1112","1","23.0"
"13400","1112","1","51.0"
"13459","1112","1","68.0"
"13476","1112","1","54.0"
"13630","1112","1","58.0"
"13692","1112","1","48.0"
"13797","1112","1","61.0"
"13798","1112","1","50.0"
"13843","1112","1","66.0"
"13844","1112","1","49.0"
"13899","1112","3","57.0"
"13917","1112","1","32.0"
"14048","1112","1","24.0"
"14050","1112","1","31.0"
"14234","1112","1","59.0"
"14390","1112","2","55.5"
"14403","1112","1","12.0"
"14404","1112","1","22.0"
"14556","1112","1","21.0"
"14577","1112","2","58.5"
"14586","1112","1","19.0"
"14655","1112","2","44.5"
"14675","1112","1","61.0"
"14797","1112","1","60.0"
"14798","1112","1","63.0"
"14820","1112","1","62.0"
"14864","1112","1","56.0"
"14964","1112","1","40.0"
"15055","1112","1","56.0"
"15088","1112","2","74.5"
"15178","1112","1","60.0"
"15361","1112","1","57.0"
"15456","1112","3","17.0"
"15473","1112","1","64.0"
"15588","1112","1","58.0"
"15589","1112","1","63.0"
"15603","1112","1","67.0"
"15671","1112","1","60.0"
"15797","1112","1","58.0"
"15825","1112","1","49.0"
"15911","1112","1","25.0"
"16007","1112","2","66.0"
"16108","1112","3","59.666666666666664"
"16152","1112","1","51.0"
"16210","1112","1","23.0"
"16211","1112","1","22.0"
"16389","1112","1","63.0"
"16415","1112","1","49.0"
"16416","1112","1","58.0"
"16433","1112","1","49.0"
"16530","1112","1","66.0"
"16560","1112","1","38.0"
"16572","1112","2","64.5"
"16592","1112","1","67.0"
"16595","1112","1","68.0"
"16606","1112","1","58.0"
"16711","1112","1","44.0"
"16717","1112","1","54.0"
"16756","1112","1","54.0"
"16856","1112","1","22.0"
"16931","1112","1","40.0"
"16983","1112","1","43.0"
"17010","1112","1","62.0"
"17074","1112","3","52.666666666666664"
"17076","1112","1","66.0"
"17139","1112","1","55.0"
"17373","1112","1","28.0"
"17375","1112","1","29.0"
"17397","1112","1","55.0"
"17428","1112","1","71.0"
"17430","1112","1","64.0"
"17444","1112","1","44.0"
"17447","1112","1","71.0"
"17467","1112","1","60.0"
"17519","1112","1","25.0"
"17600","1112","1","56.0"
"17644","1112","1","64.0"
"17661","1112","1","55.0"
"17680","1112","1","54.0"
"17780","1112","1","62.0"
"17805","1112","1","19.0"
"17821","1112","1","52.0"
"17835","1112","1","30.0"
"18055","1112","1","28.0"
"18083","1112","1","27.0"
"18131","1112","1","62.0"
"18149","1112","1","72.0"
"18271","1112","1","17.0"
"18394","1112","2","70.5"
"18589","1112","1","46.0"
"18880","1112","1","56.0"
"18937","1112","1","67.0"
"19198","1112","1","64.0"
"19370","1112","1","69.0"
"19410","1112","1","33.0"
"19449","1112","1","26.0"
"19633","1112","2","59.0"
"19706","1112","1","63.0"
"19737","1112","1","62.0"
"19780","1112","1","55.0"
"20443","1112","1","63.0"
"20581","1112","1","71.0"
"20587","1112","1","78.0"
"21000","1112","1","48.0"
"21061","1112","1","74.0"
"21312","1112","1","43.0"
"21468","1112","1","60.0"
"21637","1112","1","66.0"
"21670","1112","1","40.0"
"21705","1112","2","33.0"
"21727","1112","1","52.0"
"21747","1112","3","19.0"
"21773","1112","2","52.5"
"21774","1112","1","48.0"
"21867","1112","1","63.0"
"21963","1112","1","63.0"
"22037","1112","1","63.0"
"22269","1112","1","60.0"
"22270","1112","1","72.0"
"22439","1112","1","26.0"
"22662","1112","1","22.0"
"22691","1112","1","64.0"
"22694","1112","1","35.0"
"22878","1112","1","16.0"
"22897","1112","1","50.0"
"22990","1112","1","69.0"
"23035","1112","1","60.0"
"23376","1112","2","61.0"
"23491","1112","1","73.0"
"23579","1112","1","51.0"
"23662","1112","1","68.0"
"23949","1112","1","54.0"
"24056","1112","1","62.0"
"24057","1112","1","62.0"
"24246","1112","1","70.0"
"24258","1112","1","67.0"
"24294","1112","1","72.0"
"24373","1112","1","50.0"
"24514","1112","1","68.0"
"24532","1112","1","65.0"
"24561","1112","1","16.0"
"24685","1112","1","60.0"
"24987","1112","1","69.0"
"25018","1112","1","26.0"
"25130","1112","1","55.0"
"25195","1112","1","70.0"
"25208","1112","1","69.0"
"25227","1112","1","61.0"
"25324","1112","1","63.0"
"25325","1112","1","63.0"
"25326","1112","1","63.0"
"25327","1112","1","63.0"
"25328","1112","1","63.0"
"25394","1112","1","66.0"
"25474","1112","1","70.0"
"25899","1112","1","59.0"
"26086","1112","1","67.0"
"26088","1112","1","69.0"
"26163","1112","1","58.0"
"26310","1112","1","45.0"
"26751","1112","1","16.0"
"26757","1112","1","64.0"
"27166","1112","1","43.0"
"27170","1112","1","54.0"
"27192","1112","1","58.0"
"27230","1112","1","16.0"
"27265","1112","3","46.333333333333336"
"27481","1112","1","58.0"
"27584","1112","1","42.0"
"27608","1112","2","53.5"
"27649","1112","1","67.0"
"27695","1112","1","71.0"
"27727","1112","1","37.0"
"27897","1112","1","66.0"
"28244","1112","1","67.0"
"28250","1112","1","61.0"
"28271","1112","1","69.0"
"28291","1112","1","64.0"
"28307","1112","1","48.0"
"28444","1112","1","70.0"
"28450","1112","1","23.0"
"28517","1112","1","56.0"
"28688","1112","1","66.0"
"28793","1112","1","69.0"
"28876","1112","1","6.0"
"29016","1112","1","54.0"
"29017","1112","2","55.0"
"29308","1112","1","57.0"
"29345","1112","1","7.0"
"29505","1112","1","69.0"
"29925","1112","1","63.0"
"30138","1112","1","58.0"
"30351","1112","2","71.0"
"30358","1112","1","62.0"
"30551","1112","1","56.0"
"30728","1112","1","22.0"
"30939","1112","1","47.0"
"30940","1112","1","41.0"
"31051","1112","1","59.0"
"31128","1112","1","50.0"
"31493","1112","1","66.0"
"31567","1112","1","63.0"
"31652","1112","1","31.0"
"31694","1112","1","66.0"
"31701","1112","1","58.0"
"31864","1112","1","66.0"
"31882","1112","1","71.0"
"31906","1112","1","61.0"
"32023","1112","1","27.0"
"32115","1112","1","54.0"
"32244","1112","1","60.0"
"32423","1112","1","71.0"
"32610","1112","1","69.0"
"32645","1112","1","40.0"
"32806","1112","1","63.0"
"32922","1112","1","50.0"
"32963","1112","1","65.0"
"33034","1112","1","55.0"
"33193","1112","1","32.0"
"33285","1112","1","68.0"
"33303","1112","1","23.0"
"33311","1112","1","50.0"
"33325","1112","1","68.0"
"33382","1112","2","71.5"
"33667","1112","1","70.0"
"33668","1112","1","70.0"
"33780","1112","1","40.0"
"33804","1112","1","67.0"
"33805","1112","1","67.0"
"33828","1112","1","55.0"
"33849","1112","2","67.0"
"33923","1112","1","71.0"
"33941","1112","1","67.0"
"33966","1112","1","68.0"
"33984","1112","1","62.0"
"33987","1112","1","67.0"
"34001","1112","1","62.0"
"34133","1112","2","68.5"
"34163","1112","1","74.0"
"34174","1112","1","72.0"
"34244","1112","1","70.0"
"34284","1112","1","32.0"
"34425","1112","1","52.0"
"34460","1112","1","37.0"
"34534","1112","1","72.0"
"34569","1112","1","69.0"
"34570","1112","1","69.0"
"34571","1112","1","63.0"
"34587","1112","1","63.0"
"34593","1112","1","20.0"
"34599","1112","1","51.0"
"34606","1112","1","63.0"
"34657","1112","1","38.0"
"34900","1112","1","65.0"
"34946","1112","1","62.0"
"35272","1112","1","61.0"
"35399","1112","2","56.0"
"35471","1112","1","52.0"
"35516","1112","1","65.0"
"35529","1112","1","73.0"
"35539","1112","1","63.0"
"35649","1112","1","55.0"
"35669","1112","1","20.0"
"35864","1112","1","67.0"
"36005","1112","1","23.0"
"36126","1112","1","65.0"
"36209","1112","1","19.0"
"36364","1112","1","66.0"
"36407","1112","1","63.0"
"36419","1112","2","62.5"
"36571","1112","1","70.0"
"36603","1112","1","68.0"
"36661","1112","3","18.0"
"36778","1112","1","28.0"
"36815","1112","1","63.0"
"36986","1112","1","66.0"
"36997","1112","1","53.0"
"37051","1112","1","67.0"
"37063","1112","1","61.0"
"37107","1112","1","44.0"
"37220","1112","1","17.0"
"37363","1112","1","35.0"
"37427","1112","2","43.0"
"37437","1112","1","53.0"
"37543","1112","1","61.0"
"37745","1112","1","59.0"
"37781","1112","1","55.0"
"37875","1112","1","63.0"
"37960","1112","1","77.0"
"38008","1112","1","73.0"
"38023","1112","1","62.0"
"38045","1112","1","57.0"
"38052","1112","1","53.0"
"38219","1112","3","47.0"
"38258","1112","1","66.0"
"38315","1112","2","67.0"
"38340","1112","1","53.0"
"38359","1112","1","51.0"
"38379","1112","1","68.0"
"38384","1112","1","70.0"
"38564","1112","1","53.0"
"38728","1112","1","51.0"
"38767","1112","1","69.0"
"39088","1112","1","68.0"
"39188","1112","1","66.0"
"39378","1112","1","54.0"
"39446","1112","1","65.0"
"39533","1112","1","71.0"
"40126","1112","1","73.0"
"40128","1112","1","73.0"
"40129","1112","1","73.0"
"40185","1112","1","67.0"
"40190","1112","1","73.0"
"40285","1112","1","43.0"
"40315","1112","1","55.0"
"40562","1112","1","29.0"
"40735","1112","1","54.0"
"40755","1112","1","62.0"
"40783","1112","2","48.0"
"40828","1112","1","16.0"
"40934","1112","2","61.5"
"41075","1112","1","69.0"
"41078","1112","1","69.0"
"41246","1112","1","58.0"
"41272","1112","1","66.0"
"41344","1112","1","67.0"
"41427","1112","3","52.0"
"41433","1112","1","33.0"
"41633","1112","2","67.0"
"41764","1112","1","73.0"
"41819","1112","1","66.0"
"41995","1112","3","31.333333333333332"
"42036","1112","1","53.0"
"42102","1112","1","35.0"
"42249","1112","1","65.0"
"42343","1112","1","42.0"
"42399","1112","1","46.0"
"42400","1112","1","71.0"
"42425","1112","1","56.0"
"42470","1112","1","48.0"
"42472","1112","1","68.0"
"42502","1112","1","63.0"
"42602","1112","1","68.0"
"42623","1112","1","64.0"
"42640","1112","1","49.0"
"42682","1112","1","64.0"
"42724","1112","1","64.0"
"42733","1112","1","22.0"
"42832","1112","1","65.0"
"42834","1112","1","60.0"
"42836","1112","1","64.0"
"43136","1112","1","48.0"
"43470","1112","1","58.0"
"43482","1112","1","63.0"
"43488","1112","1","56.0"
"43612","1112","1","36.0"
"43721","1112","1","67.0"
"43731","1112","1","65.0"
"43759","1112","1","61.0"
"43794","1112","1","73.0"
"43913","1112","1","68.0"
"43933","1112","1","67.0"
"43940","1112","1","36.0"
"44077","1112","1","71.0"
"44165","1112","1","46.0"
"44622","1112","1","70.0"
"44641","1112","1","65.0"
"44728","1112","1","66.0"
"44729","1112","2","58.5"
"44885","1112","1","72.0"
"44944","1112","1","36.0"
"45023","1112","1","51.0"
"45202","1112","1","64.0"
"45386","1112","1","17.0"
"45509","1112","1","60.0"
"45557","1112","1","57.0"
"45603","1112","1","51.0"
"45740","1112","1","52.0"
"45760","1112","1","26.0"
"45789","1112","1","63.0"
"45831","1112","1","23.0"
"45908","1112","1","64.0"
"45975","1112","1","71.0"
"46079","1112","1","67.0"
"46097","1112","1","67.0"
"46159","1112","1","54.0"
"46253","1112","1","39.0"
"46265","1112","1","61.0"
"46339","1112","1","53.0"
"46361","1112","1","58.0"
"46362","1112","1","67.0"
"46370","1112","1","72.0"
"46383","1112","1","61.0"
"46384","1112","1","57.0"
"46398","1112","1","50.0"
"46403","1112","1","66.0"
"46478","1112","1","58.0"
"46479","1112","1","58.0"
"46544","1112","1","69.0"
"46599","1112","1","28.0"
"46642","1112","1","66.0"
"46659","1112","1","55.0"
"46684","1112","1","69.0"
"46685","1112","1","67.0"
"46700","1112","2","58.5"
"46721","1112","1","65.0"
"46725","1112","1","61.0"
"46749","1112","1","65.0"
"46768","1112","1","61.0"
"46938","1112","1","50.0"
"47067","1112","1","55.0"
"47084","1112","1","66.0"
"47086","1112","1","66.0"
"47118","1112","1","58.0"
"47239","1112","1","67.0"
"47240","1112","1","66.0"
"47245","1112","1","65.0"
"47342","1112","3","66.66666666666667"
"47437","1112","1","54.0"
"47439","1112","1","56.0"
"47508","1112","1","63.0"
"47590","1112","1","75.0"
"47691","1112","1","67.0"
"47827","1112","1","38.0"
"47839","1112","1","71.0"
"47855","1112","1","72.0"
"47865","1112","1","65.0"
"47918","1112","1","45.0"
"47926","1112","1","57.0"
"48075","1112","1","69.0"
"48125","1112","1","64.0"
"48161","1112","1","63.0"
"48272","1112","1","65.0"
"48543","1112","1","61.0"
"48556","1112","1","61.0"
"48724","1112","1","64.0"
"48885","1112","1","67.0"
"48926","1112","2","54.0"
"48927","1112","1","68.0"
"48947","1112","1","40.0"
"49035","1112","1","70.0"
"49038","1112","1","60.0"
"49039","1112","1","69.0"
"49047","1112","1","54.0"
"49114","1112","1","51.0"
"49143","1112","1","68.0"
"49228","1112","1","64.0"
"49392","1112","1","61.0"
"49838","1112","3","68.0"
"49919","1112","1","65.0"
"49947","1112","1","67.0"
"50061","1112","1","67.0"
"50282","1112","1","68.0"
"50297","1112","1","67.0"
"50329","1112","1","65.0"
"50399","1112","1","61.0"
"50463","1112","1","69.0"
"50504","1112","1","62.0"
"50637","1112","1","62.0"
"50691","1112","1","65.0"
"50740","1112","1","51.0"
"50758","1112","1","66.0"
"50829","1112","1","60.0"
"50835","1112","1","66.0"
"50837","1112","1","67.0"
"50913","1112","1","67.0"
"50957","1112","1","64.0"
"51134","1112","1","48.0"
"51205","1112","1","65.0"
"51242","1112","1","61.0"
"51412","1112","1","67.0"
"51416","1112","1","73.0"
"51452","1112","1","60.0"
"51487","1112","1","59.0"
"51548","1112","1","66.0"
"51574","1112","1","52.0"
"51628","1112","1","60.0"
"51636","1112","1","56.0"
"51644","1112","1","73.0"
"51655","1112","1","67.0"
"51674","1112","1","58.0"
"51707","1112","1","67.0"
"51749","1112","1","64.0"
"51797","1112","2","70.0"
"51798","1112","1","66.0"
"51809","1112","2","65.0"
"51907","1112","1","68.0"
"51984","1112","1","59.0"
"52007","1112","1","54.0"
"52506","1112","1","17.0"
"52516","1112","1","65.0"
"52517","1112","1","65.0"
"52547","1112","1","67.0"
"52569","1112","1","17.0"
"52616","1112","1","68.0"
"52744","1112","1","60.0"
"52747","1112","1","65.0"
"52748","1112","1","65.0"
"52942","1112","1","74.0"
"53019","1112","1","67.0"
"53192","1112","1","70.0"
"53229","1112","2","58.5"
"53329","1112","1","67.0"
"53340","1112","1","66.0"
"53363","1112","1","62.0"
"53396","1112","1","62.0"
"53420","1112","1","54.0"
"53506","1112","1","62.0"
"53528","1112","1","62.0"
"53534","1112","2","58.0"
"53639","1112","1","56.0"
"53657","1112","1","66.0"
"53704","1112","1","74.0"
"53712","1112","1","68.0"
"53723","1112","1","63.0"
"53724","1112","1","63.0"
"53725","1112","1","66.0"
"53751","1112","1","53.0"
"53765","1112","1","30.0"
"53775","1112","1","62.0"
"53781","1112","1","61.0"
"53783","1112","1","57.0"
"53818","1112","1","64.0"
"53841","1112","1","57.0"
"53842","1112","1","66.0"
"53843","1112","1","67.0"
"53868","1112","1","57.0"
"53873","1112","1","66.0"
"53903","1112","1","63.0"
"53923","1112","1","67.0"
"53924","1112","1","67.0"
"54139","1112","2","64.5"
"54176","1112","1","64.0"
"54218","1112","1","67.0"
"54241","1112","1","60.0"
"54307","1112","1","67.0"
"54315","1112","1","61.0"
"54337","1112","1","66.0"
"54365","1112","2","63.0"
"54449","1112","1","64.0"
"54472","1112","1","57.0"
"54473","1112","2","60.5"
"54497","1112","2","61.5"
"54550","1112","1","60.0"
"54607","1112","1","58.0"
"54688","1112","2","68.0"
"54689","1112","2","68.0"
"54771","1112","1","74.0"
"54816","1112","1","60.0"
"54843","1112","2","69.5"
"54861","1112","1","46.0"
"54869","1112","1","68.0"
"54878","1112","1","16.0"
"54887","1112","1","18.0"
"54893","1112","1","68.0"
"54917","1112","2","47.5"
"54918","1112","1","62.0"
"54929","1112","1","65.0"
"54930","1112","1","17.0"
"54938","1112","1","66.0"
"54940","1112","1","66.0"
"54961","1112","1","69.0"
"54976","1112","2","72.0"
"54985","1112","1","68.0"
"55026","1112","1","42.0"
"55089","1112","1","28.0"
"55260","1112","1","30.0"
"55329","1112","1","62.0"
"55368","1112","1","60.0"
"55378","1112","1","64.0"
"55423","1112","1","72.0"
"55424","1112","1","72.0"
"55442","1112","3","70.66666666666667"
"55488","1112","1","68.0"
"55576","1112","1","68.0"
"55577","1112","1","68.0"
"55602","1112","1","64.0"
"55613","1112","1","68.0"
"55738","1112","2","70.0"
"55883","1112","1","74.0"
"56009","1112","1","64.0"
"56010","1112","1","64.0"
"56011","1112","1","64.0"
"56012","1112","1","64.0"
"56116","1112","1","63.0"
"56225","1112","1","71.0"
"56241","1112","1","68.0"
"56247","1112","1","69.0"
"56248","1112","1","62.0"
"56315","1112","1","68.0"
"56324","1112","1","63.0"
"56367","1112","1","64.0"
"56403","1112","1","64.0"
"56511","1112","1","65.0"
"56532","1112","1","68.0"
"56673","1112","1","68.0"
"56705","1112","1","67.0"
"56731","1112","1","67.0"
"56738","1112","1","67.0"
"56746","1112","1","55.0"
"56786","1112","1","57.0"
"56788","1112","1","61.0"
"56832","1112","1","55.0"
"56838","1112","1","54.0"
"56844","1112","1","61.0"
"56862","1112","1","61.0"
"56989","1112","1","68.0"
"57038","1112","1","57.0"
"57074","1112","1","65.0"
"57082","1112","1","67.0"
"57113","1112","1","66.0"
"57188","1112","1","63.0"
"57234","1112","1","60.0"
"57248","1112","1","67.0"
"57276","1112","3","54.333333333333336"
"57383","1112","1","59.0"
"57425","1112","1","60.0"
"57430","1112","1","36.0"
"57483","1112","1","67.0"
"57486","1112","1","67.0"
"57496","1112","1","62.0"
"57500","1112","1","66.0"
"57505","1112","1","67.0"
"57516","1112","1","42.0"
"57583","1112","1","51.0"
"57843","1112","1","66.0"
"57876","1112","1","68.0"
"57914","1112","1","61.0"
"57999","1112","1","58.0"
"58020","1112","1","59.0"
"58046","1112","1","67.0"
"58058","1112","1","67.0"
"58059","1112","1","67.0"
"58101","1112","1","66.0"
"58196","1112","1","33.0"
"58206","1112","1","65.0"
"58411","1112","1","66.0"
"58412","1112","1","68.0"
"58415","1112","2","70.5"
"58478","1112","1","61.0"
"58482","1112","1","68.0"
"58578","1112","1","56.0"
"58651","1112","1","67.0"
"58665","1112","1","59.0"
"58714","1112","1","70.0"
"58865","1112","1","63.0"
"58912","1112","1","68.0"
"59036","1112","1","70.0"
"59143","1112","1","45.0"
"59201","1112","1","68.0"
"59418","1112","1","41.0"
"59593","1112","1","52.0"
"60020","1112","1","70.0"
"60292","1112","1","56.0"
"60373","1112","1","25.0"
"60418","1112","1","67.0"
"60534","1112","1","74.0"
"60546","1112","1","70.0"
"60663","1112","1","56.0"
"60690","1112","1","61.0"
"60805","1112","1","68.0"
"60918","1112","1","38.0"
"61107","1112","1","66.0"
"61319","1112","1","67.0"
"61321","1112","1","65.0"
"61351","1112","1","72.0"
"61411","1112","1","63.0"
"61417","1112","1","70.0"
"61432","1112","1","56.0"
"61486","1112","1","63.0"
"61497","1112","1","57.0"
"61498","1112","1","69.0"
"61499","1112","1","69.0"
"61512","1112","2","39.5"
"61513","1112","1","41.0"
"61585","1112","2","62.5"
"61636","1112","1","70.0"
"61775","1112","1","72.0"
"61791","1112","1","74.0"
"61801","1112","1","65.0"
"61832","1112","1","64.0"
"61853","1112","1","62.0"
"61887","1112","1","63.0"
"61917","1112","1","62.0"
"61931","1112","1","67.0"
"61994","1112","1","62.0"
"62006","1112","1","62.0"
"62015","1112","1","64.0"
"62023","1112","1","24.0"
"62029","1112","1","53.0"
"62059","1112","1","63.0"
"62080","1112","1","61.0"
"62225","1112","1","61.0"
"62265","1112","1","64.0"
"62270","1112","1","64.0"
"62314","1112","1","39.0"
"62315","1112","1","39.0"
"62322","1112","1","62.0"
"62336","1112","2","64.0"
"62344","1112","1","27.0"
"62358","1112","1","60.0"
"62388","1112","1","65.0"
"62392","1112","1","34.0"
"62398","1112","1","43.0"
"62418","1112","1","74.0"
"62462","1112","1","65.0"
"62600","1112","1","70.0"
"62685","1112","1","62.0"
"62821","1112","1","67.0"
"62823","1112","2","64.5"
"62832","1112","2","72.5"
"62844","1112","1","70.0"
"62918","1112","1","46.0"
"62933","1112","1","66.0"
"62964","1112","1","66.0"
"63160","1112","1","56.0"
"63232","1112","1","59.0"
"63233","1112","1","63.0"
"63261","1112","1","58.0"
"63327","1112","1","54.0"
"63424","1112","1","69.0"
"63463","1112","1","60.0"
"63509","1112","1","66.0"
"63546","1112","1","66.0"
"63547","1112","1","66.0"
"63554","1112","1","65.0"
"63708","1112","1","62.0"
"63781","1112","1","57.0"
"63803","1112","1","74.0"
"63864","1112","2","68.0"
"63888","1112","1","68.0"
"63933","1112","2","63.5"
"63939","1112","1","64.0"
"64003","1112","1","55.0"
"64004","1112","2","67.0"
"64008","1112","1","66.0"
"64009","1112","1","66.0"
"64010","1112","1","66.0"
"64011","1112","1","66.0"
"64012","1112","1","66.0"
"64041","1112","1","50.0"
"64063","1112","1","69.0"
"64086","1112","1","63.0"
"64097","1112","1","68.0"
"64113","1112","1","69.0"
"64135","1112","1","69.0"
"64139","1112","1","68.0"
"64217","1112","1","66.0"
"64221","1112","1","68.0"
"64304","1112","1","67.0"
"64337","1112","1","56.0"
"64364","1112","2","63.0"
"64366","1112","1","63.0"
"64386","1112","1","57.0"
"64419","1112","1","62.0"
"64439","1112","1","37.0"
"64441","1112","1","35.0"
"64454","1112","1","54.0"
"64485","1112","1","74.0"
"64580","1112","1","68.0"
"64589","1112","1","55.0"
"64599","1112","1","69.0"
"64663","1112","1","62.0"
"64679","1112","1","55.0"
"64698","1112","1","62.0"
"64743","1112","1","59.0"
"64816","1112","1","63.0"
"64849","1112","1","61.0"
"64874","1112","1","68.0"
"64926","1112","1","67.0"
"64931","1112","1","44.0"
"64936","1112","1","67.0"
"65000","1112","1","67.0"
"65061","1112","1","59.0"
"65078","1112","1","64.0"
"65085","1112","1","70.0"
"65091","1112","1","67.0"
"65096","1112","1","67.0"
"65142","1112","1","59.0"
"65156","1112","1","69.0"
"65219","1112","1","63.0"
"65259","1112","1","62.0"
"65292","1112","1","52.0"
"65447","1112","1","68.0"
"65448","1112","1","59.0"
"65575","1112","1","62.0"
"65576","1112","1","62.0"
"65594","1112","1","58.0"
"65659","1112","1","61.0"
"65662","1112","1","63.0"
"65672","1112","1","63.0"
"65928","1112","2","63.0"
"66185","1112","1","60.0"
"66289","1112","1","62.0"
"66294","1112","1","57.0"
"66297","1112","1","68.0"
"66311","1112","1","57.0"
"66770","1112","1","63.0"
"67173","1112","1","68.0"
"67184","1112","1","67.0"
"67504","1112","1","58.0"
"67547","1112","1","63.0"
"67555","1112","1","63.0"
"67556","1112","1","67.0"
"67629","1112","1","64.0"
"67782","1112","3","54.333333333333336"
"67889","1112","1","74.0"
"68156","1112","1","65.0"
"68159","1112","1","68.0"
"68249","1112","1","63.0"
"68391","1112","1","64.0"
"68452","1112","1","66.0"
"68696","1112","1","63.0"
"68776","1112","1","76.0"
"68803","1112","1","66.0"
"68856","1112","1","75.0"
"68958","1112","1","68.0"
"69024","1112","1","67.0"
"69025","1112","2","69.0"
"69184","1112","1","59.0"
"69199","1112","1","57.0"
"69226","1112","1","54.0"
"69259","1112","2","55.0"
"69261","1112","1","26.0"
"69263","1112","1","26.0"
"69335","1112","1","72.0"
"69355","1112","1","75.0"
"69362","1112","1","66.0"
"69475","1112","1","66.0"
"69502","1112","1","68.0"
"69517","1112","1","64.0"
"69531","1112","2","61.0"
"69562","1112","1","66.0"
"69564","1112","1","65.0"
"69590","1112","1","69.0"
"69618","1112","1","72.0"
"69689","1112","1","38.0"
"69712","1112","1","66.0"
"69721","1112","2","66.0"
"69770","1112","2","61.5"
"69775","1112","1","63.0"
"69831","1112","1","74.0"
"69840","1112","1","60.0"
"69891","1112","1","69.0"
"69931","1112","2","68.0"
"69939","1112","1","68.0"
"70032","1112","1","68.0"
"70036","1112","1","60.0"
"70037","1112","1","60.0"
"70042","1112","1","66.0"
"70047","1112","1","67.0"
"70048","1112","1","67.0"
"70167","1112","1","68.0"
"70242","1112","1","69.0"
"70263","1112","1","69.0"
"70275","1112","1","67.0"
"70284","1112","1","62.0"
"70285","1112","1","62.0"
"70287","1112","1","69.0"
"70288","1112","1","69.0"
"70303","1112","1","66.0"
"70320","1112","1","73.0"
"70514","1112","1","55.0"
"70606","1112","1","76.0"
"70751","1112","1","70.0"
"70901","1112","2","52.0"
"70937","1112","2","69.5"
"70974","1112","1","68.0"
"71054","1112","1","68.0"
"71058","1112","1","67.0"
"71106","1112","1","63.0"
"71133","1112","2","61.5"
"71160","1112","1","61.0"
"71202","1112","1","67.0"
"71286","1112","1","69.0"
"71382","1112","1","67.0"
"71397","1112","1","70.0"
"71477","1112","1","70.0"
"71482","1112","1","66.0"
"71609","1112","1","28.0"
"71619","1112","1","69.0"
"71640","1112","1","70.0"
"71641","1112","1","68.0"
"71664","1112","1","70.0"
"71668","1112","1","70.0"
"71750","1112","1","70.0"
"71764","1112","1","68.0"
"71772","1112","1","70.0"
"71776","1112","1","70.0"
"71851","1112","1","76.0"
"71865","1112","1","60.0"
"71883","1112","1","70.0"
"71885","1112","1","70.0"
"71983","1112","1","70.0"
"72017","1112","1","65.0"
"72018","1112","1","65.0"
"72143","1112","1","67.0"
"72144","1112","1","67.0"
"72238","1112","4","69.25"
"72245","1112","1","68.0"
"72324","1112","1","70.0"
"72325","1112","1","70.0"
"72333","1112","1","69.0"
"72416","1112","1","70.0"
"72431","1112","1","70.0"
"72510","1112","1","23.0"
"72646","1112","1","70.0"
"73040","1112","1","68.0"
"73100","1112","1","50.0"
"73481","1112","1","70.0"
"73523","1112","1","72.0"
"73718","1112","1","28.0"
"73821","1112","1","69.0"
"73823","1112","1","70.0"
"73824","1112","1","66.0"
