"src_id","dst_id","weight","avg_time_gap"
"8491","2","1","46.0"
"8501","2","1","3.0"
"8523","2","1","15.0"
"8670","2","1","18.0"
"8714","2","2","8.0"
"8777","2","1","10.0"
"8820","2","1","45.0"
"8914","2","1","29.0"
"8984","2","1","0.0"
"9284","2","2","31.0"
"9513","2","2","22.0"
"9947","2","3","28.333333333333332"
"10172","2","1","1.0"
"10301","2","3","2.333333333333333"
"10352","2","1","14.0"
"11071","2","4","34.5"
"11083","2","1","34.0"
"11414","2","10","29.4"
"11462","2","1","31.0"
"12004","2","1","2.0"
"12087","2","1","10.0"
"12232","2","1","17.0"
"12345","2","1","32.0"
"12736","2","1","27.0"
"12890","2","1","0.0"
"13300","2","1","24.0"
"13366","2","1","25.0"
"13476","2","1","43.0"
"13979","2","1","18.0"
"13989","2","1","39.0"
"14535","2","1","41.0"
"14541","2","1","0.0"
"14637","2","2","24.5"
"14677","2","1","16.0"
"14991","2","1","35.0"
"15055","2","1","1.0"
"15083","2","1","32.0"
"15806","2","1","15.0"
"15820","2","1","23.0"
"15883","2","1","0.0"
"16150","2","1","29.0"
"16170","2","1","4.0"
"16209","2","1","14.0"
"16428","2","1","43.0"
"16650","2","1","24.0"
"16682","2","1","34.0"
"16747","2","2","21.0"
"16849","2","1","45.0"
"16879","2","1","3.0"
"16975","2","1","7.0"
"17469","2","1","35.0"
"17522","2","1","4.0"
"17695","2","1","14.0"
"18100","2","1","6.0"
"18368","2","1","44.0"
"18844","2","1","41.0"
"18918","2","1","22.0"
"18938","2","1","33.0"
"19489","2","1","14.0"
"20613","2","1","33.0"
"20885","2","1","17.0"
"21178","2","1","1.0"
"21296","2","1","42.0"
"21468","2","2","13.0"
"21469","2","2","13.0"
"22005","2","2","36.0"
"22037","2","1","47.0"
"22278","2","4","20.75"
"22279","2","1","5.0"
"22990","2","1","43.0"
"23329","2","1","37.0"
"24279","2","1","39.0"
"24893","2","1","17.0"
"25006","2","1","24.0"
"25014","2","1","36.0"
"25141","2","1","38.0"
"25185","2","1","34.0"
"25266","2","3","26.0"
"25621","2","1","17.0"
"25633","2","1","23.0"
"25721","2","1","37.0"
"25918","2","1","35.0"
"26082","2","1","34.0"
"26320","2","1","28.0"
"26609","2","1","3.0"
"26649","2","1","0.0"
"26920","2","1","20.0"
"27078","2","1","0.0"
"27100","2","3","38.666666666666664"
"27576","2","2","22.0"
"27624","2","1","33.0"
"28308","2","1","27.0"
"28449","2","1","34.0"
"28703","2","1","0.0"
"28793","2","1","20.0"
"29446","2","1","21.0"
"29844","2","2","0.0"
"29888","2","1","37.0"
"30005","2","1","18.0"
"30135","2","1","36.0"
"30490","2","4","34.75"
"30608","2","1","28.0"
"30609","2","1","27.0"
"30611","2","1","33.0"
"30612","2","1","29.0"
"31128","2","1","18.0"
"31478","2","1","21.0"
"33984","2","1","10.0"
"34050","2","1","40.0"
"34054","2","1","19.0"
"34104","2","2","26.0"
"34163","2","1","42.0"
"34165","2","2","4.0"
"34511","2","1","29.0"
"34530","2","1","18.0"
"35243","2","1","24.0"
"35444","2","1","35.0"
"36368","2","1","19.0"
